p, e, n, C1, C2, C3, C4, C5, C6
61, 1, 146, True, True, True,,,
67, 1, 146, True, True, True,,,
71, 1, 146, True, True, True,,,
79, 1, 146, True, True, True,,,
83, 1, 146, True, True, True,,,
97, 1, 146, True, True, True,,,
101, 1, 146, True, True, True,,,
103, 1, 146, True, True, True,,,
107, 1, 146, True, True, True,,,
109, 1, 146, True, True, True,,,
113, 1, 146, True, True, True,,,
127, 1, 146, True, True, True,,,
131, 1, 146, True, False, False,,,
139, 1, 146, True, False, False,,,
2, 1, 147, False, False, False, False, False, x^147 + x^5 + x^4 + x^3 + x^2 + x + 1
2, 2, 147, False, True, True,,,
2, 4, 147, False, True, True,,,
2, 5, 147, True, True, True,,,
2, 7, 147, True, False, False,,,
3, 1, 147, False, True, True,,,
3, 2, 147, False, True, True,,,
5, 1, 147, False, True, True,,,
5, 2, 147, False, True, True,,,
11, 1, 147, False, True, True,,,
11, 2, 147, True, True, True,,,
17, 1, 147, True, True, True,,,
19, 1, 147, False, True, True,,,
23, 1, 147, True, True, True,,,
31, 1, 147, False, True, True,,,
37, 1, 147, True, True, True,,,
47, 1, 147, True, True, True,,,
53, 1, 147, True, True, True,,,
59, 1, 147, True, True, True,,,
61, 1, 147, True, True, True,,,
67, 1, 147, True, True, True,,,
73, 1, 147, True, True, True,,,
79, 1, 147, True, True, True,,,
89, 1, 147, True, True, True,,,
101, 1, 147, True, True, True,,,
103, 1, 147, True, True, True,,,
107, 1, 147, True, True, True,,,
109, 1, 147, True, True, True,,,
131, 1, 147, True, False, False,,,
137, 1, 147, True, False, False,,,
2, 1, 148, False, False, False, False, False, x^148 + x^7 + x^5 + x^3 + 1
2, 2, 148, False, False, False, False, False, x^296 + x^10 + x^8 + x^7 + x^6 + x + 1
2, 3, 148, False, False, False, False, False, x^444 + x^9 + x^7 + x^5 + x^4 + x^3 + x^2 + x + 1
2, 5, 148, False, False, False, False, False, x^740 + x^10 + x^9 + x^5 + x^4 + x + 1
3, 1, 148, False, True, True,,,
3, 3, 148, True, True, True,,,
5, 1, 148, False, True, True,,,
5, 2, 148, False, True, True,,,
5, 3, 148, True, False, False,,,
11, 1, 148, False, True, True,,,
13, 1, 148, False, True, True,,,
17, 1, 148, False, True, True,,,
19, 1, 148, False, True, True,,,
23, 1, 148, False, True, True,,,
29, 1, 148, False, True, True,,,
31, 1, 148, True, True, True,,,
41, 1, 148, False, True, True,,,
43, 1, 148, True, True, True,,,
59, 1, 148, True, True, True,,,
61, 1, 148, True, True, True,,,
67, 1, 148, True, True, True,,,
73, 1, 148, True, True, True,,,
79, 1, 148, True, True, True,,,
89, 1, 148, True, True, True,,,
97, 1, 148, True, True, True,,,
101, 1, 148, True, True, True,,,
103, 1, 148, True, True, True,,,
109, 1, 148, True, True, True,,,
113, 1, 148, True, True, True,,,
131, 1, 148, True, False, False,,,
139, 1, 148, True, False, False,,,
2, 1, 150, False, False, False, False, False, x^150 + x^7 + x^5 + x^4 + x^2 + x + 1
2, 2, 150, False, False, False, False, False, x^300 + x^7 + 1
2, 3, 150, False, True, True,,,
2, 5, 150, True, True, True,,,
2, 6, 150, True, True, True,,,
3, 1, 150, False, False, False, False, False, x^150 + x^5 + x^4 + x^3 + x + 2
3, 2, 150, False, False, False, False, False, x^300 + x^8 + x^3 + 2*x^2 + x + 2
3, 3, 150, False, False, False, False, False, x^450 + x^7 + x^3 + 2
5, 1, 150, False, False, False, False, False, x^150 + x^4 + 2*x^3 + 2*x^2 + 2
7, 1, 150, False, True, True,,,
7, 2, 150, False, True, True,,,
11, 1, 150, False, True, True,,,
13, 1, 150, False, True, True,,,
17, 1, 150, False, True, True,,,
19, 1, 150, False, True, True,,,
23, 1, 150, False, True, True,,,
29, 1, 150, False, True, True,,,
37, 1, 150, False, True, True,,,
41, 1, 150, False, True, True,,,
43, 1, 150, False, True, True,,,
47, 1, 150, True, True, True,,,
53, 1, 150, True, True, True,,,
59, 1, 150, True, True, True,,,
67, 1, 150, False, True, True,,,
71, 1, 150, False, True, True,,,
73, 1, 150, True, True, True,,,
79, 1, 150, True, True, True,,,
83, 1, 150, True, True, True,,,
89, 1, 150, True, True, True,,,
97, 1, 150, True, True, True,,,
101, 1, 150, False, True, True,,,
103, 1, 150, True, True, True,,,
107, 1, 150, True, True, True,,,
109, 1, 150, True, True, True,,,
113, 1, 150, True, True, True,,,
127, 1, 150, True, False, False,,,
131, 1, 150, True, False, False,,,
137, 1, 150, True, False, False,,,
139, 1, 150, True, False, False,,,
149, 1, 150, True, False, False,,,
2, 1, 152, False, False, False, False, False, x^152 + x^6 + x^3 + x^2 + 1
2, 3, 152, False, False, False, False, False, x^456 + x^11 + x^7 + x^5 + x^4 + x + 1
3, 1, 152, False, False, False, False, False, x^152 + x^5 + x^4 + 2*x^2 + x + 2
3, 3, 152, True, True, True,,,
13, 1, 152, False, True, True,,,
29, 1, 152, False, True, True,,,
31, 1, 152, True, True, True,,,
37, 1, 152, False, True, True,,,
41, 1, 152, False, True, True,,,
53, 1, 152, True, True, True,,,
59, 1, 152, True, True, True,,,
67, 1, 152, True, True, True,,,
71, 1, 152, True, True, True,,,
79, 1, 152, True, True, True,,,
89, 1, 152, False, True, True,,,
97, 1, 152, True, True, True,,,
103, 1, 152, True, True, True,,,
107, 1, 152, True, False, False,,,
109, 1, 152, True, False, False,,,
113, 1, 152, True, False, False,,,
127, 1, 152, True, False, False,,,
151, 1, 152, True, False, False,,,
2, 1, 154, False, True, True,,,
2, 3, 154, False, True, True,,,
2, 5, 154, True, True, True,,,
3, 1, 154, False, True, True,,,
3, 3, 154, False, True, True,,,
5, 1, 154, False, True, True,,,
5, 3, 154, True, False, False,,,
7, 1, 154, False, False, False, False, False, x^154 + x^3 + 3*x^2 + 4*x + 3
13, 1, 154, False, True, True,,,
17, 1, 154, False, True, True,,,
19, 1, 154, False, True, True,,,
29, 1, 154, False, True, True,,,
31, 1, 154, True, True, True,,,
41, 1, 154, True, True, True,,,
43, 1, 154, False, True, True,,,
47, 1, 154, True, True, True,,,
59, 1, 154, True, True, True,,,
61, 1, 154, True, True, True,,,
73, 1, 154, True, True, True,,,
79, 1, 154, True, True, True,,,
83, 1, 154, True, True, True,,,
89, 1, 154, False, True, True,,,
97, 1, 154, True, True, True,,,
101, 1, 154, True, False, False,,,
103, 1, 154, True, False, False,,,
107, 1, 154, True, False, False,,,
109, 1, 154, True, False, False,,,
127, 1, 154, False, False, False, True,,
131, 1, 154, True, False, False,,,
139, 1, 154, True, False, False,,,
149, 1, 154, True, False, False,,,
151, 1, 154, True, False, False,,,
2, 1, 155, False, False, False, False, False, x^155 + x^7 + x^5 + x^4 + 1
2, 2, 155, False, True, True,,,
2, 3, 155, False, True, True,,,
2, 4, 155, False, True, True,,,
2, 6, 155, True, True, True,,,
2, 7, 155, True, False, False,,,
3, 1, 155, False, True, True,,,
3, 2, 155, False, True, True,,,
3, 3, 155, True, True, True,,,
3, 4, 155, True, True, True,,,
7, 1, 155, False, True, True,,,
7, 2, 155, True, True, True,,,
11, 1, 155, False, True, True,,,
11, 2, 155, True, False, False,,,
13, 1, 155, True, True, True,,,
17, 1, 155, True, True, True,,,
19, 1, 155, True, True, True,,,
23, 1, 155, True, True, True,,,
29, 1, 155, True, True, True,,,
41, 1, 155, False, True, True,,,
43, 1, 155, True, True, True,,,
47, 1, 155, True, True, True,,,
53, 1, 155, True, True, True,,,
59, 1, 155, True, True, True,,,
71, 1, 155, True, True, True,,,
73, 1, 155, True, True, True,,,
79, 1, 155, True, True, True,,,
83, 1, 155, True, True, True,,,
89, 1, 155, True, True, True,,,
97, 1, 155, True, True, True,,,
101, 1, 155, True, False, False,,,
103, 1, 155, True, False, False,,,
107, 1, 155, True, False, False,,,
109, 1, 155, True, False, False,,,
113, 1, 155, True, False, False,,,
127, 1, 155, True, False, False,,,
131, 1, 155, True, False, False,,,
137, 1, 155, True, False, False,,,
139, 1, 155, True, False, False,,,
151, 1, 155, True, False, False,,,
2, 1, 156, False, False, False, False, False, x^156 + x^9 + x^5 + x^3 + 1
2, 2, 156, False, False, False, False, False, x^312 + x^10 + x^9 + x^8 + x^6 + x^4 + 1
2, 3, 156, False, False, False, False, False, x^468 + x^10 + x^8 + x^6 + x^4 + x^3 + x^2 + x + 1
2, 4, 156, False, False, False, False, False, x^624 + x^9 + x^7 + x^6 + x^5 + x^4 + x^2 + x + 1
2, 5, 156, False, False, False, False, False, x^780 + x^8 + x^7 + x^6 + x^4 + x^3 + x^2 + x + 1
3, 1, 156, False, False, False, False, False, x^156 + x^6 + x^5 + x^3 + x + 2
3, 2, 156, False, True, True,,,
5, 1, 156, False, False, False, True,,
5, 2, 156, False, True, True,,,
5, 3, 156, True, False, False,,,
7, 1, 156, False, True, True,,,
7, 2, 156, False, True, True,,,
11, 1, 156, False, True, True,,,
11, 2, 156, False, False, False, True,,
17, 1, 156, False, True, True,,,
19, 1, 156, False, True, True,,,
23, 1, 156, False, True, True,,,
29, 1, 156, False, True, True,,,
31, 1, 156, False, True, True,,,
37, 1, 156, False, True, True,,,
41, 1, 156, False, True, True,,,
43, 1, 156, False, True, True,,,
47, 1, 156, True, True, True,,,
53, 1, 156, False, True, True,,,
59, 1, 156, True, True, True,,,
61, 1, 156, False, True, True,,,
67, 1, 156, False, True, True,,,
71, 1, 156, True, True, True,,,
73, 1, 156, False, True, True,,,
83, 1, 156, True, True, True,,,
89, 1, 156, True, True, True,,,
97, 1, 156, False, False, False, True,,
101, 1, 156, True, False, False,,,
103, 1, 156, True, False, False,,,
107, 1, 156, True, False, False,,,
109, 1, 156, False, False, False, True,,
113, 1, 156, True, False, False,,,
127, 1, 156, True, False, False,,,
131, 1, 156, False, False, False, True,,
137, 1, 156, True, False, False,,,
139, 1, 156, True, False, False,,,
149, 1, 156, True, False, False,,,
151, 1, 156, True, False, False,,,
3, 1, 158, False, True, True,,,
3, 3, 158, True, True, True,,,
7, 1, 158, False, True, True,,,
17, 1, 158, False, True, True,,,
29, 1, 158, True, True, True,,,
37, 1, 158, True, True, True,,,
41, 1, 158, True, True, True,,,
43, 1, 158, True, True, True,,,
47, 1, 158, True, True, True,,,
53, 1, 158, True, True, True,,,
59, 1, 158, True, True, True,,,
61, 1, 158, True, True, True,,,
71, 1, 158, True, True, True,,,
103, 1, 158, True, False, False,,,
107, 1, 158, True, False, False,,,
109, 1, 158, True, False, False,,,
113, 1, 158, True, False, False,,,
127, 1, 158, True, False, False,,,
137, 1, 158, True, False, False,,,
139, 1, 158, True, False, False,,,
149, 1, 158, True, False, False,,,
157, 1, 158, True, False, False,,,
2, 1, 160, False, False, False, False, False, x^160 + x^5 + x^3 + x^2 + 1
2, 2, 160, False, False, False, False, False, x^320 + x^4 + x^3 + x + 1
3, 1, 160, False, False, False, False, False, x^160 + 2*x^6 + 2*x^4 + x^3 + x^2 + 2*x + 2
3, 2, 160, False, False, False, False, False, x^320 + 2*x^4 + x^3 + 2*x + 2
3, 3, 160, False, True, True,,,
7, 1, 160, False, True, True,,,
7, 2, 160, False, True, True,,,
13, 1, 160, False, True, True,,,
17, 1, 160, False, True, True,,,
19, 1, 160, False, True, True,,,
23, 1, 160, False, True, True,,,
29, 1, 160, False, True, True,,,
37, 1, 160, False, True, True,,,
43, 1, 160, True, True, True,,,
47, 1, 160, True, True, True,,,
53, 1, 160, True, True, True,,,
59, 1, 160, True, True, True,,,
67, 1, 160, True, True, True,,,
73, 1, 160, False, True, True,,,
79, 1, 160, True, True, True,,,
83, 1, 160, True, True, True,,,
89, 1, 160, False, False, False, True,,
97, 1, 160, False, False, False, True,,
103, 1, 160, True, False, False,,,
107, 1, 160, True, False, False,,,
109, 1, 160, True, False, False,,,
113, 1, 160, False, False, False, True,,
127, 1, 160, True, False, False,,,
137, 1, 160, True, False, False,,,
139, 1, 160, True, False, False,,,
149, 1, 160, True, False, False,,,
157, 1, 160, True, False, False,,,
2, 1, 162, False, False, False, False, False, x^162 + x^8 + x^7 + x^4 + 1
2, 3, 162, False, False, False, False, False, x^486 + x^7 + x^6 + x^5 + x^4 + x^3 + 1
2, 5, 162, False, False, False, False, False, x^810 + x^9 + x^7 + x^6 + x^4 + x + 1
5, 1, 162, False, True, True,,,
5, 3, 162, True, False, False,,,
11, 1, 162, False, True, True,,,
17, 1, 162, False, True, True,,,
23, 1, 162, False, True, True,,,
29, 1, 162, True, True, True,,,
41, 1, 162, True, True, True,,,
47, 1, 162, True, True, True,,,
53, 1, 162, True, True, True,,,
59, 1, 162, True, True, True,,,
71, 1, 162, True, True, True,,,
83, 1, 162, True, False, False,,,
89, 1, 162, True, False, False,,,
101, 1, 162, True, False, False,,,
107, 1, 162, True, False, False,,,
113, 1, 162, True, False, False,,,
131, 1, 162, True, False, False,,,
137, 1, 162, True, False, False,,,
149, 1, 162, True, False, False,,,
2, 1, 164, False, False, False, False, False, x^164 + x^8 + x^7 + x^6 + x^5 + x^3 + x^2 + x + 1
2, 2, 164, False, False, False, False, False, x^328 + x^9 + x^7 + x^5 + 1
2, 3, 164, False, False, False, False, False, x^492 + x^8 + x^6 + x^5 + x^3 + x^2 + 1
2, 5, 164, False, False, False, False, False, x^820 + x^9 + x^8 + x^6 + x^4 + x^3 + x^2 + x + 1
3, 1, 164, False, True, True,,,
3, 2, 164, False, True, True,,,
3, 3, 164, True, True, True,,,
3, 4, 164, True, False, False,,,
5, 1, 164, False, True, True,,,
5, 2, 164, False, True, True,,,
5, 3, 164, True, False, False,,,
7, 1, 164, False, True, True,,,
7, 2, 164, True, True, True,,,
11, 1, 164, False, True, True,,,
11, 2, 164, True, False, False,,,
13, 1, 164, False, True, True,,,
17, 1, 164, False, True, True,,,
19, 1, 164, False, True, True,,,
23, 1, 164, False, True, True,,,
29, 1, 164, False, True, True,,,
31, 1, 164, True, True, True,,,
43, 1, 164, True, True, True,,,
47, 1, 164, True, True, True,,,
53, 1, 164, True, True, True,,,
61, 1, 164, True, True, True,,,
67, 1, 164, True, True, True,,,
71, 1, 164, True, True, True,,,
73, 1, 164, True, True, True,,,
79, 1, 164, True, False, False,,,
89, 1, 164, True, False, False,,,
97, 1, 164, True, False, False,,,
101, 1, 164, True, False, False,,,
103, 1, 164, True, False, False,,,
107, 1, 164, True, False, False,,,
109, 1, 164, True, False, False,,,
113, 1, 164, True, False, False,,,
127, 1, 164, True, False, False,,,
131, 1, 164, True, False, False,,,
137, 1, 164, True, False, False,,,
149, 1, 164, True, False, False,,,
151, 1, 164, True, False, False,,,
157, 1, 164, True, False, False,,,
163, 1, 164, True, False, False,,,
2, 1, 165, False, True, True,,,
2, 2, 165, False, True, True,,,
2, 3, 165, False, True, True,,,
2, 4, 165, False, True, True,,,
2, 6, 165, True, True, True,,,
2, 7, 165, True, False, False,,,
3, 1, 165, False, False, False, False, False, x^165 + 2*x^4 + 2*x^3 + 2*x + 1
3, 2, 165, False, False, False, False, False, x^330 + x^5 + 2*x^4 + 2*x^3 + 2
3, 3, 165, False, False, False, False, False, x^495 + 2*x^6 + x^5 + x^4 + 2*x^2 + 1
5, 1, 165, False, True, True,,,
5, 2, 165, False, True, True,,,
7, 1, 165, False, True, True,,,
7, 2, 165, True, True, True,,,
13, 1, 165, False, True, True,,,
17, 1, 165, True, True, True,,,
19, 1, 165, False, True, True,,,
29, 1, 165, True, True, True,,,
31, 1, 165, False, True, True,,,
37, 1, 165, True, True, True,,,
41, 1, 165, False, True, True,,,
47, 1, 165, True, True, True,,,
53, 1, 165, True, True, True,,,
59, 1, 165, True, True, True,,,
61, 1, 165, False, True, True,,,
71, 1, 165, True, True, True,,,
73, 1, 165, True, True, True,,,
79, 1, 165, True, False, False,,,
83, 1, 165, True, False, False,,,
97, 1, 165, True, False, False,,,
101, 1, 165, True, False, False,,,
103, 1, 165, True, False, False,,,
107, 1, 165, True, False, False,,,
113, 1, 165, True, False, False,,,
127, 1, 165, True, False, False,,,
137, 1, 165, True, False, False,,,
139, 1, 165, True, False, False,,,
149, 1, 165, True, False, False,,,
151, 1, 165, False, False, False, True,,
157, 1, 165, True, False, False,,,
163, 1, 165, True, False, False,,,
2, 1, 166, False, True, True,,,
2, 3, 166, False, True, True,,,
2, 5, 166, True, True, True,,,
5, 1, 166, False, True, True,,,
5, 3, 166, True, False, False,,,
13, 1, 166, False, True, True,,,
19, 1, 166, False, True, True,,,
43, 1, 166, True, True, True,,,
47, 1, 166, True, True, True,,,
53, 1, 166, True, True, True,,,
67, 1, 166, True, True, True,,,
71, 1, 166, True, True, True,,,
73, 1, 166, True, False, False,,,
79, 1, 166, True, False, False,,,
89, 1, 166, True, False, False,,,
97, 1, 166, True, False, False,,,
101, 1, 166, True, False, False,,,
103, 1, 166, True, False, False,,,
107, 1, 166, True, False, False,,,
137, 1, 166, True, False, False,,,
139, 1, 166, True, False, False,,,
149, 1, 166, True, False, False,,,
157, 1, 166, True, False, False,,,
163, 1, 166, True, False, False,,,
2, 1, 168, False, False, False, False, False, x^168 + x^8 + x^7 + x^5 + x^4 + x^2 + 1
2, 2, 168, False, False, False, False, False, x^336 + x^7 + x^4 + x + 1
2, 3, 168, False, False, False, False, False, x^504 + x^6 + x^4 + x^3 + x^2 + x + 1
2, 4, 168, False, False, False, False, False, x^672 + x^6 + x^5 + x^3 + x^2 + x + 1
3, 1, 168, False, False, False, False, False, x^168 + x^5 + 2*x^2 + 2*x + 2
3, 2, 168, False, True, True,,,
3, 3, 168, False, False, False, False, False, x^504 + x^8 + 2*x^6 + 2*x^4 + x^3 + 2*x + 2
5, 1, 168, False, False, False, False, False, x^168 + x^5 + 2*x^4 + 2*x^2 + 4*x + 3
5, 2, 168, False, True, True,,,
5, 3, 168, True, False, False,,,
11, 1, 168, False, True, True,,,
11, 2, 168, False, False, False, True,,
13, 1, 168, False, False, False, False, False, x^168 + x^3 + x^2 + 12*x + 7
17, 1, 168, False, True, True,,,
19, 1, 168, False, True, True,,,
23, 1, 168, False, True, True,,,
29, 1, 168, False, True, True,,,
31, 1, 168, False, True, True,,,
37, 1, 168, False, True, True,,,
41, 1, 168, False, True, True,,,
47, 1, 168, True, True, True,,,
53, 1, 168, True, True, True,,,
59, 1, 168, True, True, True,,,
61, 1, 168, False, True, True,,,
67, 1, 168, False, True, True,,,
71, 1, 168, False, False, False, True,,
73, 1, 168, False, False, False, True,,
79, 1, 168, True, False, False,,,
83, 1, 168, True, False, False,,,
89, 1, 168, False, False, False, True,,
97, 1, 168, False, False, False, True,,
101, 1, 168, True, False, False,,,
103, 1, 168, True, False, False,,,
107, 1, 168, True, False, False,,,
109, 1, 168, False, False, False, True,,
113, 1, 168, False, False, False, True,,
131, 1, 168, True, False, False,,,
137, 1, 168, True, False, False,,,
139, 1, 168, True, False, False,,,
149, 1, 168, True, False, False,,,
151, 1, 168, True, False, False,,,
157, 1, 168, True, False, False,,,
163, 1, 168, True, False, False,,,
167, 1, 168, True, False, False,,,
2, 1, 170, False, True, True,,,
2, 2, 170, False, True, True,,,
2, 3, 170, False, True, True,,,
2, 4, 170, False, True, True,,,
2, 5, 170, True, True, True,,,
2, 6, 170, True, True, True,,,
3, 1, 170, False, True, True,,,
3, 2, 170, False, True, True,,,
3, 3, 170, True, True, True,,,
3, 4, 170, False, False, False, True,,
5, 1, 170, False, False, False, False, False, x^170 + x^3 + 3*x^2 + 3
5, 2, 170, False, False, False, False, False, x^340 + x^5 + x^2 + 2*x + 3
7, 1, 170, False, True, True,,,
7, 2, 170, True, True, True,,,
11, 1, 170, False, True, True,,,
11, 2, 170, True, False, False,,,
13, 1, 170, False, True, True,,,
13, 2, 170, True, False, False,,,
19, 1, 170, False, True, True,,,
23, 1, 170, False, True, True,,,
29, 1, 170, True, True, True,,,
31, 1, 170, False, True, True,,,
37, 1, 170, True, True, True,,,
41, 1, 170, False, True, True,,,
43, 1, 170, True, True, True,,,
47, 1, 170, True, True, True,,,
53, 1, 170, True, True, True,,,
59, 1, 170, True, True, True,,,
61, 1, 170, False, True, True,,,
67, 1, 170, True, False, False,,,
71, 1, 170, False, False, False, True,,
73, 1, 170, True, False, False,,,
79, 1, 170, True, False, False,,,
83, 1, 170, True, False, False,,,
89, 1, 170, True, False, False,,,
97, 1, 170, True, False, False,,,
101, 1, 170, False, False, False, True,,
103, 1, 170, False, False, False, True,,
107, 1, 170, True, False, False,,,
109, 1, 170, True, False, False,,,
113, 1, 170, True, False, False,,,
127, 1, 170, True, False, False,,,
131, 1, 170, True, False, False,,,
137, 1, 170, False, False, False, True,,
139, 1, 170, True, False, False,,,
149, 1, 170, True, False, False,,,
151, 1, 170, True, False, False,,,
157, 1, 170, True, False, False,,,
163, 1, 170, True, False, False,,,
167, 1, 170, True, False, False,,,
2, 1, 171, False, True, True,,,
2, 2, 171, False, True, True,,,
2, 3, 171, False, True, True,,,
2, 4, 171, False, True, True,,,
2, 5, 171, True, True, True,,,
2, 6, 171, False, False, False, True,,
2, 7, 171, True, False, False,,,
3, 1, 171, False, False, False, False, False, x^171 + x^6 + x^3 + 2*x^2 + x + 1
3, 2, 171, False, False, False, False, False, x^342 + 2*x^6 + 2*x^4 + x^3 + 2*x^2 + x + 2
5, 1, 171, False, True, True,,,
5, 2, 171, False, True, True,,,
5, 3, 171, True, False, False,,,
7, 1, 171, False, True, True,,,
7, 2, 171, True, True, True,,,
11, 1, 171, False, True, True,,,
11, 2, 171, True, False, False,,,
13, 1, 171, False, True, True,,,
13, 2, 171, True, False, False,,,
17, 1, 171, True, True, True,,,
23, 1, 171, True, True, True,,,
29, 1, 171, True, True, True,,,
31, 1, 171, False, True, True,,,
41, 1, 171, True, True, True,,,
43, 1, 171, True, True, True,,,
47, 1, 171, True, True, True,,,
53, 1, 171, True, True, True,,,
59, 1, 171, True, True, True,,,
61, 1, 171, True, True, True,,,
67, 1, 171, True, False, False,,,
71, 1, 171, True, False, False,,,
73, 1, 171, False, False, False, True,,
79, 1, 171, True, False, False,,,
83, 1, 171, True, False, False,,,
89, 1, 171, True, False, False,,,
97, 1, 171, True, False, False,,,
101, 1, 171, True, False, False,,,
103, 1, 171, True, False, False,,,
107, 1, 171, True, False, False,,,
109, 1, 171, True, False, False,,,
127, 1, 171, True, False, False,,,
131, 1, 171, True, False, False,,,
137, 1, 171, True, False, False,,,
139, 1, 171, True, False, False,,,
149, 1, 171, True, False, False,,,
157, 1, 171, True, False, False,,,
163, 1, 171, True, False, False,,,
167, 1, 171, True, False, False,,,
2, 1, 172, False, False, False, False, False, x^172 + x^7 + 1
2, 3, 172, False, False, False, False, False, x^516 + x^7 + x^5 + x^2 + 1
2, 5, 172, False, False, False, False, False, x^860 + x^9 + x^8 + x^5 + x^4 + x + 1
3, 1, 172, False, True, True,,,
3, 3, 172, True, True, True,,,
5, 1, 172, False, True, True,,,
5, 3, 172, True, False, False,,,
7, 1, 172, False, True, True,,,
19, 1, 172, False, True, True,,,
29, 1, 172, False, True, True,,,
37, 1, 172, False, True, True,,,
61, 1, 172, True, True, True,,,
71, 1, 172, True, False, False,,,
73, 1, 172, True, False, False,,,
89, 1, 172, True, False, False,,,
113, 1, 172, True, False, False,,,
131, 1, 172, True, False, False,,,
137, 1, 172, True, False, False,,,
149, 1, 172, True, False, False,,,
151, 1, 172, True, False, False,,,
157, 1, 172, True, False, False,,,
163, 1, 172, True, False, False,,,
2, 1, 174, False, False, False, False, False, x^174 + x^6 + x^5 + x^4 + x^3 + x^2 + 1
2, 2, 174, False, True, True,,,
2, 3, 174, False, True, True,,,
2, 5, 174, True, True, True,,,
2, 6, 174, True, False, False,,,
3, 1, 174, False, False, False, False, False, x^174 + x^6 + x^5 + x^4 + 2*x^3 + 2
3, 2, 174, False, False, False, False, False, x^348 + 2*x^6 + x^5 + 2*x^4 + x^3 + x + 2
3, 3, 174, False, False, False, False, False, x^522 + 2*x^6 + x^5 + 2*x^4 + x^3 + 2*x^2 + 2*x + 2
5, 1, 174, False, True, True,,,
5, 3, 174, True, False, False,,,
11, 1, 174, False, True, True,,,
11, 2, 174, True, False, False,,,
13, 1, 174, False, True, True,,,
17, 1, 174, False, True, True,,,
19, 1, 174, False, True, True,,,
23, 1, 174, False, True, True,,,
31, 1, 174, False, True, True,,,
37, 1, 174, False, True, True,,,
41, 1, 174, True, True, True,,,
43, 1, 174, False, True, True,,,
47, 1, 174, True, True, True,,,
53, 1, 174, True, True, True,,,
59, 1, 174, False, True, True,,,
61, 1, 174, False, False, False, True,,
67, 1, 174, False, False, False, True,,
71, 1, 174, True, False, False,,,
73, 1, 174, True, False, False,,,
79, 1, 174, True, False, False,,,
83, 1, 174, True, False, False,,,
89, 1, 174, True, False, False,,,
97, 1, 174, True, False, False,,,
101, 1, 174, True, False, False,,,
107, 1, 174, True, False, False,,,
109, 1, 174, True, False, False,,,
113, 1, 174, True, False, False,,,
127, 1, 174, True, False, False,,,
131, 1, 174, True, False, False,,,
137, 1, 174, True, False, False,,,
149, 1, 174, True, False, False,,,
151, 1, 174, True, False, False,,,
157, 1, 174, True, False, False,,,
163, 1, 174, True, False, False,,,
167, 1, 174, True, False, False,,,
173, 1, 174, True, False, False,,,
2, 1, 176, False, False, False, False, False, x^176 + x^7 + x^5 + x^4 + x^3 + x^2 + 1
2, 3, 176, False, False, False, False, False, x^528 + x^11 + x^6 + x^2 + 1
7, 1, 176, False, True, True,,,
13, 1, 176, False, True, True,,,
17, 1, 176, False, True, True,,,
19, 1, 176, False, True, True,,,
29, 1, 176, False, True, True,,,
41, 1, 176, False, True, True,,,
43, 1, 176, False, True, True,,,
61, 1, 176, True, False, False,,,
73, 1, 176, False, False, False, True,,
79, 1, 176, True, False, False,,,
83, 1, 176, True, False, False,,,
101, 1, 176, True, False, False,,,
107, 1, 176, True, False, False,,,
109, 1, 176, True, False, False,,,
127, 1, 176, True, False, False,,,
131, 1, 176, True, False, False,,,
139, 1, 176, True, False, False,,,
149, 1, 176, True, False, False,,,
151, 1, 176, True, False, False,,,
167, 1, 176, True, False, False,,,
173, 1, 176, True, False, False,,,
3, 1, 178, False, True, True,,,
3, 2, 178, False, True, True,,,
3, 3, 178, True, True, True,,,
3, 4, 178, True, False, False,,,
5, 1, 178, False, True, True,,,
5, 2, 178, True, True, True,,,
5, 3, 178, True, False, False,,,
7, 1, 178, False, True, True,,,
7, 2, 178, True, True, True,,,
11, 1, 178, False, True, True,,,
13, 1, 178, False, True, True,,,
13, 2, 178, True, False, False,,,
17, 1, 178, False, True, True,,,
19, 1, 178, False, True, True,,,
23, 1, 178, False, True, True,,,
29, 1, 178, True, True, True,,,
31, 1, 178, True, True, True,,,
37, 1, 178, True, True, True,,,
41, 1, 178, True, True, True,,,
43, 1, 178, True, True, True,,,
47, 1, 178, True, True, True,,,
53, 1, 178, True, True, True,,,
59, 1, 178, True, False, False,,,
61, 1, 178, True, False, False,,,
71, 1, 178, True, False, False,,,
73, 1, 178, True, False, False,,,
79, 1, 178, True, False, False,,,
83, 1, 178, True, False, False,,,
101, 1, 178, True, False, False,,,
103, 1, 178, True, False, False,,,
107, 1, 178, True, False, False,,,
109, 1, 178, True, False, False,,,
113, 1, 178, True, False, False,,,
127, 1, 178, True, False, False,,,
131, 1, 178, True, False, False,,,
137, 1, 178, True, False, False,,,
139, 1, 178, True, False, False,,,
149, 1, 178, True, False, False,,,
151, 1, 178, True, False, False,,,
157, 1, 178, True, False, False,,,
163, 1, 178, True, False, False,,,
173, 1, 178, True, False, False,,,
2, 1, 180, False, False, False, False, False, x^180 + x^8 + x^6 + x^5 + x^3 + x^2 + 1
2, 2, 180, False, False, False, False, False, x^360 + x^12 + x^9 + x^8 + x^6 + x^4 + x^3 + x + 1
2, 3, 180, False, False, False, False, False, x^540 + x^11 + x^6 + x^3 + 1
2, 5, 180, False, False, False, False, False, x^900 + x + 1
